"Required
必須","Partner
推獎","Category 
オファー類別","Length
時間","Key Stat
目標スタート","Score
目標","Text
テキスト"
真壁瑞希,望月杏奈,トーク番組,9,Vocal,30000,ロリータファッションがテーマのトーク番組でした。私と望月さんはゴシックロリータの衣装を着ての参加です。やはり、望月さんのロリータルックは威力高めです。
真壁瑞希,ロコ(伴田路子),グラビア撮影,6,Visual,3000,伴田さんはロコアートを作っている姿を撮影されていました。没頭する様子が、一味違うグラビアになったと大絶賛です。……撮影の後も作り続けたので時間が押してしまいました。
真壁瑞希,ロコ(伴田路子),握手会,6,Dance,6000,伴田さん、何か決心した様子で会場に現れました。今日は、アートを封印し、握手だけで気持ちを伝えると。私、感動してしまいました……その心意気に、最大限の敬意を。
真壁瑞希,七尾百合子,プレゼンター,9,Total,75000,小説の賞の授賞式でした。七尾さんは、好きな作家さんを前に緊張で声が出なくなったそうです。代わりに私が、七尾さんのアフレコをしてみました。……乗り切れたぞ、瑞希。
真壁瑞希,高山紗代子,フェス,9,Dance,32000,リハーサル中に、私と高山さんがステップを間違えてしまいました。ですがその後、ふたりで猛特訓をしたおかげで本番はばっちりでした。……友情と努力の勝利。
真壁瑞希,高山紗代子,PR,3,Total,13500,アニメイトさんのお仕事中に商品に目を奪われていたら、人がたぐさん集まってきました。高山さんによると、私が等身大のフィギュアに見えてたそうです……おかげで宣伝になったぞ。
真壁瑞希,高山紗代子,トークショー,3,Vocal,12000,トークで肝心なところで噛んでしまったのですが、とっさに高山さんがフォローしてくれました。お陰でおかしな空気にならなくて良かったです。 ……サンキュー、マイフレンド。
真壁瑞希,松田亜利沙,レコーディング,6,Vocal,12000,レコーディング中、松田さんが落ち着かない様子でした。よく観察してみると、なんと袖の中にボイスレコーダーが。後で私たちの歌を聴きたかったそうです。……没収済み。
真壁瑞希,松田亜利沙,映画,6,Total,20000,映画の撮影後、宣伝用の写真を撮る予定だったのですが、松田さんのおかげで必要なくなりました。いったいいつ撮ったのでしょう？ 一緒に出演していたのに……まさか、 分身？
真壁瑞希,高坂海美,トークショー,9,Vocal,22000,今日は新しい世界を体感しました。高坂さんの、ステージを走り回って表現したボディーランゲージ。会場がライブのような盛り上がりで……。トークショーとは思えなかったぞ。
真壁瑞希,高坂海美,フェス,9,Total,31000,フェスの楽屋で高坂さんが走り回っていたら、他の出演者の人から苦情が来ました。でも話しているうちに、高坂さんとその人が仲良くなって……楽屋は大盛り上がりだったぞ。
真壁瑞希,中谷育,映画,3,Dance,34000,中谷さんは、難しいアクションシーンにも果敢に挑戦していて感服しました。それに、そのことを伝えると「ベストを尽くすのは当然でしょ？」と。……かっこいいぞ、きゅん。
真壁瑞希,中谷育,声優,6,Vocal,3000,表情に乏しくても、声の演技は負けないぞ、と声優に挑みました。難しかったですが、中谷さんは変幻自在に声色を操っていて、なんて少女だと末恐ろしくなりました。……GJだぞ。
真壁瑞希,天空橋朋花,スポーツ番組,3,Dance,6000,事務所対抗のドッジボール対決をしました。結果は私達の優勝です。 敵はみんな、天空橋さんのオーラに委縮して、ボールをぶつけるのに躊躇していました。……楽勝だったぞ。
真壁瑞希,エミリー スチュアート,ナレーション,6,Vocal,5000,エミリーさんと一緒に滑舌の特訓をして、ナレーションのお仕事に臨みました。成果をお見せします。新春シャンシャン…シャンソンショー。……もう一度特訓が必要だぞ。
真壁瑞希,エミリー スチュアート,レポーター,3,Visual,7000,落語の現場のレポートで、エミリーさんが幸せそうでした。お仕事の後、エミリーさんがまんじゅうを怖がっていたので、買って一緒に食べました。……私は今、お茶が怖いです。
真壁瑞希,北沢志保,商品プロデュース,9,Total,75000,しかけ絵本の製作に携わらせてもらいました。ページを開くといろいんなしかけが飛び出します。北沢さんが試作品で遊んでいるときに見せた笑顔で、成功を確信しました。……いぇい。
真壁瑞希,北沢志保,CM撮影,3,Vocal,22000,CMで猫の着ぐるみを着ました。北沢さんが黒猫、私が白猫です。北沢さんは猫耳を恥ずかしがっていましたが、私の目には、若干乗り気に見えてました。……にゃ～。
真壁瑞希,舞浜歩,サイン会,3,Total,85000,舞浜さんに突然、筆記体を教えてと言われ、驚きました。どうやら今回のサイン会限定で、筆記体のサインをするためだったようです。……レア。歓喜のアユムファン。
真壁瑞希,舞浜歩,ゲームイベント,6,Dance,36000,イベントでカードゲームをしたのですが、舞浜さんは苦戦していました。カードをひくたびに「マイガー」とか「やった」とリアクションをするので、すぐに手の内がばれてしまい……。
真壁瑞希,木下ひなた,ラジオ,6,Total,20000,ラジオのお仕事でした。少し緊張していたのですが、木下さんの落ち着いたトークのおかげで、なんと、一度も噛まずに済みました。……やったじょ、みじゅき。
真壁瑞希,木下ひなた,地域PRイベント,6,Total,65000,地域PRで、地元の野菜の収穫をしてきました。 食べごろの野菜を木下さんが教えてくれたおかげで、その後に作ったお料理はとても美味しかったです。……大満足だぞ。
真壁瑞希,矢吹可奈,グルメ番組,3,Total,33500,食べきれないほどの料理を前に、くじけそうになってしまいましたが、矢吹さんのめげない食べっぷりに背中を押され、なんとか完食できました。……今日んおおやつは我慢します。
真壁瑞希,矢吹可奈,商品PRイベント,3,Total,81000,矢吹さんのアイデアで、PRするケーキをたくん食べて、美味しさを伝えました。なかなか好評だったと思います。……はい、矢吹さんは食べ過ぎて、控え室で休んでいます。
真壁瑞希,横山奈緒,トークショー,3,Total,20000,コホン。今日のトークショーは、盛況やったで。ほんまえらいお客さんが、き、来てはって……。どうでしょう？ 横山さん仕込みのトーク、達者ですやろ？ ……関西弁、難しいぞ。
真壁瑞希,横山奈緒,密着取材,9,Vocal,22000,今回の取材の一番の思い出は、横山さんのお宅で「たこパ」をしたことです。私は、タコ消失手品を披露しました。……正直に言うと、具材を入れ忘れただけです。……今だから言える。
真壁瑞希,二階堂千鶴,ラジオ,9,Vocal,34000,二階堂さんを100円均一ショップで見かけた、と、リスナーからメールが届きました。当人いわく、セレブだからこそ、お金を大事にし節約しているそうです。……さすがセレブ。
真壁瑞希,馬場このみ,映画,6,Dance,22000,心の中の悪魔を演じました。そうです、お金を拾った時などに出てくるアレです。天使役は馬場さんが演じました。Pは、どちらの言葉に従いますか？
真壁瑞希,馬場このみ,スポーツイベント,3,Dance,34000,スポーツイベントで海外の選手に話しかけられました。手品でごまかそうとしたところ、馬場さんが答えてくれて……。日常会話くらいはできるそうです……かっこよかったぞ！
真壁瑞希,大神環,ドラマ,3,Visual,30000,大神さんから表情を顔に出さない方法をたずねられ、困ってしまいました。なんとか特訓方法を考えたのですが、うまくいってよかったです。……効果があったぞ、にらめっこ！
真壁瑞希,大神環,地域PRイベント,6,Visual,30000,自然豊かな田舎に行ったので、童心に帰ってみました。大神さんにアドバイスをいただいたところ、道に宝物が落ちていると。ということでお土産です。……どんぐり。
真壁瑞希,豊川風花,声優,9,Total,20000,私はなんと、幼く病弱な少年の役でした。困っていたところ、豊川さんが看護師時代に出会った少年の話をしてくれて……。とても心が温まるエピソードでした。……感激したぞ。
真壁瑞希,宮尾美也,雑誌取材,6,Visual,9500,取材で趣味について聞かれました。宮尾さんの囲碁と私のマジック。話は盛り上がり、今度はふたりで、囲碁を使ったマジックをすることになりました。……チャレンジするぞ。
真壁瑞希,福田のり子,ライブ,6,Dance,9000,福田さんの源流は格闘技。 ライブでも、観客を煽るテクニックで盛り上げていました。私もいつの間にか拳を振り上げていたほどです。……ダー。
真壁瑞希,福田のり子,TV番組MC,3,Vocal,28000,生放送の、最初のタイトルコールで噛んいでしまいました。ですが、福田さんがとっさに「いっくよーっ ！」と叫んでくれたおかげで助かりましゅた……また噛みました。
真壁瑞希,篠宮可憐,一日店長,9,Dance,5000,一日店長、篠宮さんをリーダーに推薦したのですが、大正解でした。最初は戸惑っていましたが、覚悟を決めると大活躍してくれて。……篠宮さん、グッジョブ。
真壁瑞希,百瀬莉緒,映画,9,Total,50000,百瀬さんはパンツスーツの衣装に少し不安があったそうです。なんでも露出が少なくてセクシーが足りないのだとか。充分、セクシーだと思うけどな……うらやましいぞ。
真壁瑞希,百瀬莉緒,審査員,9,Total,42000,お笑いの審査員を務めました。とても面白かったのに私の表情ではなかなか伝わらなかったのですが、百瀬さんが大笑いしてくれたおかげで盛り下がらずにすみました。……助かったぞ。
真壁瑞希,百瀬莉緒,PR,6,Visual,33000,ファッションショーにお邪魔してきました。百瀬さんは、貝殻の水着で出ようとしたのですが、 待ったがかってしまい……。 百瀬さんが貝殻水着を着れる日は来るのでしょうか？
真壁瑞希,永吉昴,音楽番組,6,Vocal,5000,永吉さんのような通る歌声には憧れがあります。なんでも、応援歌のつもりで歌うといいのだとか。今度、その実践をするために、永吉さんと野球観戦をしてきます。……ワクワク。
真壁瑞希,永吉昴,サイン会,3,Visual,5000,永吉さんと、色紙以外のものにサインをする特訓をしてからサイン会に臨みました。おかげで、野球のボールやトランプにも、きれいにサインできたと思います。……ドヤ。
真壁瑞希,北上麗花,PR,3,Visual,4500,見てください、ソフマップさんで売られていた私達のグッズです。 お仕事の後、私も買ってみました。北上さんが大人買いをしていたので、ついこんなに……人負けられなかったぞ。
真壁瑞希,北上麗花,スポーツイベント,9,Dance,33000,フットサルの大会で優勝できました。勝因は北上さんです。急におかしな方向に走り出したりして、相手チームをとても混乱させていました。……味方もとても混乱しましたが。
真壁瑞希,北上麗花,ファッションショー,3,Visual,5000,素晴らしいショーでした。特に後半のサプライズ。北上さんがワイヤーロープで、飛翔したのです。会場中が大歓声でした。北上さんは思わず、やっほーっ！と叫びたくなったそうです。
真壁瑞希,周防桃子,ナレーション,6,Vocal,4500,周防さんに、ナレーションのコツは本番前に台詞を全て暗記することだと教わりました。「瑞希さんも頑張ればできるよ」と言っていただいたので、次こそは噛まないように暗記します。
真壁瑞希,周防桃子,バラエティ番組,9,Dance,12000,子ども向けの番組に出演しました。周防さんとリトルミズキがみんなの質問に答えていくという内容です。とても息の合ったコンビで、楽しかったです。……第二弾、プリーズ。
真壁瑞希,ジュリア,レポーター,9,Total,38500,お祭りのレポーターのお仕事でしたが、ジュリアさんと金魚すくいに射的、ヨーヨー釣り……熱いバトルを繰り広げてしまいました。……つい、勝負師の血が。
真壁瑞希,ジュリア,雑誌取材,6,Total,33500,取材でジュリアさんが、一人暮らしをしている話をしていました。家族と離れて、学校やお仕事に行きながら、家事も全部自分でする生活……私よりも年下なのに、すごいです。
真壁瑞希,ジュリア,PR,9,Total,20000,楽器店のCM撮影をして来ました。……大抜擢だぞ、瑞希。店長さんには大好評でしたが、お店のギターを勝手に弾くジュリアさんにはドキドキしました。……いろいろな意味で。
真壁瑞希,白石紬,グラビア撮影,9,Visual,22000,私は、白石さんと2ショットの撮影だったのですが、白石さんとはクール系美少女ユニットを組んだ仲、クールに一発OKでした。……ご褒美は、アイスがいいな。
真壁瑞希,桜守歌織,ナレーション,9,Vocal,30000,ナレーションは滑舌が命。というわけで、桜守さんに、滑舌がよくなるボイストレーニング法を聞きました。おかげで、仕事は上手きゅ……本番では噛まなかったのに。
真壁瑞希,桜守歌織,音楽番組,9,Total,65000,私がピアノを習っていたのは小さいころまでなので、桜守さんと番組で連弾することになって焦りました。でも、桜守さんに練習を見てちらえて、形にはなったかと……ほっ。
真壁瑞希,PERFECT,,,,,P。パーフェクトな結果です。伝説に、名を残したと思います。……やりきったぞ、いぇい。
真壁瑞希,GOOD,,,,,P。とどこおりなく、お仕事を終えました。これなら、劇場で胸を張れます。……ぐっ。
真壁瑞希,NORMAL,,,,,P。お疲れさまです。求められたお仕事は、できたと思います。……次に、繋げるぞ。
篠宮可憐,天海春香,バラエティ番組,3,Total,13500,き、今日の収録……大御所の怖い人がいるって聞いてたので、春香さんとハーブ入りのクッキーを作って行ったんです。そしたら喜んでもらえて……。や、優しく接してくれました……。
篠宮可憐,天海春香,レコーディング,3,Vocal,9000,げ、元気な曲で……私はいつも、勢いがないって怒られるんですけど、今回は……ちゃんとできました。あ、明るく励ましてくれた、春香さんのおかげです♪
篠宮可憐,如月千早,音楽番組,6,Vocal,22000,歌番組でのトーク……、やっぱり、緊張します……。千早さんも、苦手みたいで……、ふたりで、がんばろうねって励まし合って……臨みました……。結果は……合格点、かなぁ……。
篠宮可憐,如月千早,トークショー,3,Vocal,28000,と、トークショーで、千早さんが歌への想いを語って……。淡々とした話し方なんですけど、熱い気持ちが伝わってきて、ジーンとしてしまいました……。わ、私も頑張ります……！
篠宮可憐,星井美希,ファッションショー,9,Visual,5000,み、美希ちゃん……すっごくセンスいいですよね……。で、でも、今日は……美希ちゃんが、私のファッション好きって言ってくれて……。す、すごく嬉しかったです。
篠宮可憐,萩原雪歩,グラビア撮影,6,Visual,16500,は、浜辺での撮影でした。ゆ、雪歩ちゃんが休憩時間に、穴を掘っていて……実は私も一回やってみたくて、思い切って一緒にやらせてもらいました。……た、楽しかったです♪
篠宮可憐,萩原雪歩,PV撮影,3,Visual,16500,し、白いワンピースと麦わら帽子で、ひまわり畑を散策するPV……雪歩ちゃんのおかげで、上手くいきましたぁ♪ 「清純な姉妹だね」って監督さんに褒められて……てへへ♪
篠宮可憐,高槻やよい,レポーター,6,Vocal,34000,イベントのレポーター……人がたくさんいて緊張したんですけど、な、なんとかやり切れました……。そうしたら最後に、やよいちゃんがハイタッチしてくれて……嬉しかったです。
篠宮可憐,高槻やよい,プレゼンター,9,Vocal,7000,スポーツ大会の表彰式でした。やよいちゃんが、自分より「大きな選手の方を「よくがんばりましたー！」とほめてあげていて……わ、私もつい、笑顔になりました……♪
篠宮可憐,菊地真,ライブ,3,Vocal,34000,す、ステージ袖で震えていたら……真さんが「可愛い衣装だね。頑張って！」って、手を握ってくれたんです。おかげで緊張がほぐれました……。今度、何かお礼をしたいです……！
篠宮可憐,菊地真,ライブ,3,Total,13500,た、体育館でのライブで……サインを書いたボールを真さんが客席に打って、プレゼントしようとしたんです。そしたら、天井に引っかかって…… 『体育館あるある』でしょうか？
篠宮可憐,水瀬伊織,密着取材,3,Total,78000,伊織ちゃんのお家、とっても広くて、綺麗でした……！ 特に、ラベンダーやローズがいっぱいの庭園……あまりにも素敵だったので……思わず、深呼吸を……♪
篠宮可憐,四条貴音,グルメ番組,3,Dance,5000,レストランの、横文字メニュー……。貴音さんが読むのに苦労していたので、代わりに私が読むことに……。少し噛みましたけど……さ、撮影の後、貴音さんがお礼を言ってくれました。
篠宮可憐,四条貴音,ロケ番組,3,Dance,6000,に、匂い袋作りを体験して、きました。せっかくなので……お互いをイメージして作ろうって、貴音さんと……。作ってくれた匂い袋……繊細で優しい香りがして……えへへっ♪
篠宮可憐,秋月律子,雑誌取材,3,Visual,16500,び、ビジネス誌の取材なんて、何を話せばいいのか……って悩んでたんですけど、い、一緒に行く律子さんが、事前に相談に乗ってくれて……なんとか、なりました。ホッ……。
篠宮可憐,三浦あずさ,ネット番組,3,Total,42000,あ、あずささんが、猫のポーズをした途端、コメントが画面をいっぱいに流れてきて……。わ、私もやることになって……。や、やりましたけど……うう、恥ずかしかったですっ……。
篠宮可憐,三浦あずさ,ラジオ,9,Vocal,3000,ら、ラジオであずささんが、「実家のとらたんの肉球の匂いが好きなの」 って言ってました。わ、私も気になって……。こ、今度、嗅がせてもらいに行くことになりました…… ♪
篠宮可憐,双海亜美,慰安訪問,6,Total,78000,こ、高齢者の方と、亜美ちゃんがすぐ仲良くなっていました。いい意味で遠慮のないところが、気に入られたみたいです。わ、私も、亜美ちゃんの大胆さを見習いたいな……！
篠宮可憐,双海亜美,バラエティ番組,9,Visual,28000,ド、ドッキリを、仕掛けられました……。亜美ちゃんが、いつの間にか、真美ちゃんと入れ替わっていたんです……。でも、匂いが違ったので……騙されずに済みました……！
篠宮可憐,双海真美,レポーター,6,Dance,12000,お、お客さん達のテンションがすごく高いイベントで……。あ、圧倒されてしまいそうだったんですが……真美ちゃんが、和ませてくれたおかげで、最後まで頑張れました……！
篠宮可憐,双海真美,バラエティ番組,6,Vocal,6000,ま、真美ちゃんって、本当に勇気がありますよね……。收錄の時、お笑い芸人さん相手に、どんどんボケにいってて……。わ、私も、思わず笑っちゃいました。えへへっ……♪
篠宮可憐,我那覇響,ラジオ,3,Dance,16500,ひ、響ちゃん……今日はいっぱい沖縄の海のお話をしてくれたんです。潮風の香りを感じる、とっても素敵な時間でした♪それに響ちゃん、「いつか可憐を連れてくからね」って……♪
篠宮可憐,我那覇響,ラジオ,9,Dance,30000,わ、私、リスナーさんのお悩みにうまく答えられなくて……。 で、でも、響ちゃんは「なんくるないさ」って元気に励ましてたんです。リスナーさんも明るい気持ちになれてたらいいな♪
篠宮可憐,春日未来,ゲームイベント,9,Dance,5000,今日は、こ、コスプレで出演しました……。未来ちゃんの勇者がとっても勇ましかったです♪ わ、私の猫耳魔女は……、一部の人に受けていた、そうです。い、一部って……？
篠宮可憐,春日未来,PR,9,Vocal,16500,み、未来ちゃん……ソフマップカフェさんの、生クリームがすごく美味しいからって、お願いして、グッズにしてもらっていて……。とっても喜んでて、自分でいっぱい買ってました♪
篠宮可憐,最上静香,CDショップイベント,3,Total,65000,お、お客さんがたくさん来て、時間が押してしまいました。でも静香ちゃんは最後まで丁寧に応対して……。「お客さんひとりひとりにとっても、大事な時間ですから」って。
篠宮可憐,最上静香,商品PRイベント,3,Visual,6000,PRでつけた指輪、静香ちゃんが「私にはまだ早いかな」って言ってて……。で、でも、お店の人が、大人っぽくて素敵ですよって言ってくれて……。静香ちゃん、嬉しそうでした♪
篠宮可憐,伊吹翼,ラジオ,3,Vocal,36000,ら、ラジオの放送中に、急に音声が入らなくなったんです。で、でも翼ちゃんが、とっつに「わたしたちの曲を流しましょ♪」って……。おかげで、宣伝にもなりました♪
篠宮可憐,伊吹翼,地域PRイベント,6,Vocal,9000,長崎に行ってきました。みんなで街を散策して、皿うどんを食べたり……♪ わ、私なんかと旅しても楽しいのか、心配でしたが、翼ちゃん、とっても楽しかったって……、よかった♪
篠宮可憐,田中琴葉,旅番組,9,Total,33500,こ、琴葉さんって……ね、熱心な人ですよね。番組で行った温泉宿で、温泉の効能や土地の歴史を、真剣にメモしていて……。その横顔が、すごく……カッコよかったです。
篠宮可憐,田中琴葉,PR,9,Vocal,9500,あ、アニメイトさんのお仕事……琴葉さんが、知ってるアニメのグッズを見つけたんですけど、私も見ていたアニメで……。思い出のシーンとか、たくさんお話ししました……えへへ♪
篠宮可憐,田中琴葉,サイン会,9,Visual,3000,今日のサイン会で、琴葉さんがいつもと違う香りがしたから、き、聞いてみたら……「新しい入浴剤でお風呂に入ってきた」って……。お、同じのをもらったので、私も試してみますね。
篠宮可憐,島原エレナ,一日店長,3,Vocal,12000,エレナさんの接客、すごく上手でした。あの元気いっぱいの笑顔で……、たくさんのお客さんに、声を掛けて回って……。わ、私は……、声が、小さすぎたかも……。反省です……。
篠宮可憐,島原エレナ,一日店長,3,Total,55000,は、流行りのわたあめ屋さんの一日店長……自信がなかったんですけど、エレナさんに言われて、デコレーションを頑張ったら好評で……。す、すっごく、嬉しかったです♪
篠宮可憐,佐竹美奈子,レポーター,3,Visual,9500,こ、香辛料を取り扱うお店を……レポートしてきたんです。美奈子さんが、いろいろ教えてくれて……とても勉強になりました。ただ、辛いにおいで鼻がつんとして……うう～……。
篠宮可憐,佐竹美奈子,スポーツイベント,6,Dance,16500,お、お相撲さんて、すごいですね……。みなさん力強くて……感動しました……。い、イベントの前に、美奈子さんが決まり手や番付を教えてくれたおかげで、とても楽しめました……！
篠宮可憐,所恵美,CDショップイベント,6,Visual,22000,し、CDショップはとても賑やかで……大きな声で話せるか、不安でした……。でも、恵美ちゃんがフォローしてくれたから……、きっと、大丈夫だったと思います……。
篠宮可憐,徳川まつり,ロケ番組,6,Dance,7000,ま、待ち時間が長かったんですけど、まつりさんが沢山漫画を持ってきてくれて……、退屈しなかったです……。シーフードが戦うバトル漫画を……、お勧めされました……。
篠宮可憐,徳川まつり,スポーツ番組,9,Dance,16500,ば、番組でドッジボールをしてきました。まつりさんが、私の分まで前に出てくれて、頼もしかったです。でも、まつりさんのボールを受けた人がみんな怖がって……どうしてでしょう？
篠宮可憐,箱崎星梨花,ドラマ,3,Visual,9500,う、内気な少女役の私に、ちっちゃな妖精の星梨花ちゃんが来てくれて、少しずつ成長していく、というお話で……。わ、私の所にも、あんな可愛い妖精が来てくれないかな……。
篠宮可憐,箱崎星梨花,商品プロデュース,9,Total,65000,商品が紅茶だったんですが……星梨花ちゃん、銘柄にとても詳しくて……びっくりしました。わ、私も香りの面で……、ちょっとだけ……、お役に立てたかなって、思います……。
篠宮可憐,野々原茜,グラビア撮影,9,Visual,16500,グラビア撮影で、緊張していたんです……。そしたら茜ちゃんが、「アロマでリラックスしてね」って、カレーを……。ふふっ、緊張はほぐれましたけど、お腹が空いちゃいました。
篠宮可憐,野々原茜,トークショー,3,Dance,34000,うう、トークショー、苦手です……。でも、茜ちゃんがたくさん話を振ってくれて、わ、私にしては、大丈夫でした。本当に、本当にありがたかったです……。
篠宮可憐,望月杏奈,グラビア撮影,3,Visual,5000,き、今日の衣装、七色に光る水着だなんて知らなくて……。いつもとは違う恥ずかしさでした……。けど、杏奈ちゃんは、ゲーミング水着って喜んでて……どんなゲームなんでしょう？
篠宮可憐,ロコ(伴田路子),PV撮影,9,Visual,22000,あの……PV撮影、お、終わりました。ロコちゃんが、私の髪飾りをロコナイズしてくれて、嬉しかったです……♪ 画面に彩りが出るって……、監督さんにも褒められたんですよ。
篠宮可憐,ロコ(伴田路子),プレゼンター,3,Total,50000,ろ、口コちゃんが、授賞式で渡す盾をデザインしたんです。す、すごく独創的な見た目で、受け取った方は「一生の思い出です」って。そんな作品を作れるのって、すごいですよね♪
篠宮可憐,七尾百合子,握手会,3,Vocal,5000,ひ、控室で香水を選んでいたら、百合子ちゃんが「魔法薬の瓶みたい」って……。い、言われてみると、香りは私にとっての魔法なのかも……。す、少しだけ、勇気をもらえますから。
篠宮可憐,七尾百合子,商品PRイベント,6,Visual,7000,え、絵本を、PRしてきました……。 百合子ちゃんが読み聞かせをしたんですけど、本当に優しい表情で……♪お母さんに読んでもらった時のこと、思い出しながら読んだそうです。
篠宮可憐,高山紗代子,CM撮影,9,Dance,7000,栄養ドリンクのCMでした。紗代子さんの、ドリンクを飲んで元気になる演技が、ビックリするくらい説得力があって……。あ、あんなに強くなれるのなら、私も飲みたいなって……
篠宮可憐,高山紗代子,スポーツイベント,6,Total,80000,紗代子さんのチームは、ずっと負けていたんです……。で、でも、諦めずに戦い続けて、最後は粘り勝ちして……。なんだか、見てる私のほうが感動してしまいました……♪
篠宮可憐,松田亜利沙,トーク番組,9,Visual,3000,ば、番組中、亜利沙ちゃんのトークが止まらなくなって……。そ、それはいいんですけど、内容が……その、わ、私を褒めちぎってくれるものだから、いたたまれなくて……うう。
篠宮可憐,高坂海美,グラビア撮影,9,Visual,30000,う、海美ちゃんがいてくれて、本当に良かった……。どんなポーズも、海美ちゃんがやると不思議と爽やかで……だから今日は、私もあまり恥ずかしくなかったんです。ふぅ……。
篠宮可憐,高坂海美,ドラマ,3,Total,13500,天才バレリーナ役の、海美ちゃんの演技……すごかったです。お、お姉さんに相談して、役作り頑張ったって……。佇まいも私なんかより、ずっと煌びやかで……憧れちゃいます……。
篠宮可憐,中谷育,レポーター,6,Vocal,7000,ゆ、有名な劇団で、ミュージカルのレポートをしてきました。そしたら、団員さんが一緒に歌おうって……。緊張しましたけど、育ちゃんが楽しそうだったので、私も頑張りました……。
篠宮可憐,中谷育,スポーツ番組,9,Dance,30000,す、水泳に挑戦したんですけど……私は泳ぎがあまり得意じゃなくて……。で、でも育ちゃんが私の水着姿を大人っぽいってほめてくれたから、頑張れました！ や、やさしい子ですね♪
篠宮可憐,天空橋朋花,レポーター,6,Total,55000,と、朋花ちゃんが現場入りするって聞いたからでしょうか……たくさんの、子豚ちゃん達が来ていたんです。でも、通行の整理をしてくれて……とってもスムーズに撮影できました♪
篠宮可憐,天空橋朋花,映画,9,Visual,9500,と、朋花ちゃん、天女の役がとっても神々しくって……ライトで照らされてもないのに後光が見えた気がします……。あれが、聖母の力……？ すごいもの、見ちゃったかも……。
篠宮可憐,エミリー スチュアート,CM撮影,6,Dance,30000,に、日本茶のCMを撮ってきました……。 エミリーちゃん、すごく張り切ってたので、絶対、成功したいと思って……。き、緊張したけど、最後までがんばりました。……てへへ♪
篠宮可憐,北沢志保,ラジオ,9,Vocal,30000,き、今日のラジオ、リラックスしてやれました。志保ちゃんがいつも落ち着いているからかな……？ だからつい、悩み相談までしてしまって……。年上なのに……うう……。
篠宮可憐,北沢志保,ナレーション,9,Vocal,5000,と、とても緊張しました……。志保ちゃん、発声も雰囲気も完璧だから、足を引っ張らないようにって……。なんとか出来たと思うんですけど……、比べられるのが、怖いな……。
篠宮可憐,舞浜歩,雑誌取材,3,Total,81000,ダンスの雑誌の……取材でした。歩さん、楽しそうにダンスのことを話してて……。すごくイキイキしていて眩しかった、です……。好きなものに打ち込めるのは、幸せですよね……！
篠宮可憐,舞浜歩,ライブ,6,Total,20000,きょ、今日、ダンスを間違えてしまったんです……。でも、歩さんが「アタシも何回も間違えながら頑張ってきた」って言ってくれて……。わ、私も、前向きに、頑張りますっ……！
篠宮可憐,木下ひなた,グラビア撮影,9,Dance,30000,大胆なグラビアに挑戦しました。さ、最初は不安だったんですけど……でも、ひなたちゃんが「一緒に頑張ろう」と言ってくれて。お、おかげで、いい表情で撮ってもらえました……♪
篠宮可憐,木下ひなた,審査員,9,Total,78000,お、オーガニック料理の、審査員をやらせていただきました。 ひなたちゃん、お野菜に詳しくて……私では気づかないような意見を言ってくれて……、と、とっても助かりました……♪
篠宮可憐,矢吹可奈,バラエティ番組,9,Total,78000,は、箱の中身を当てるゲームをしました……。可奈ちゃん……怖がって、すごく大きなリアクションしてたのが、司会の人に喜ばれてて……。そ、そういうのも、大切なんですね。
篠宮可憐,横山奈緒,声優,6,Vocal,9000,な、奈緒さんの演じたクラス委員長、とっても新鮮でした。でも、悩んでる友達への優しい姿には……いつもの奈緒さんを感じられました。い、一番の見所はそこだと思います……！
篠宮可憐,横山奈緒,TV番組MC,6,Vocal,12000,ば、番組のMCで、緊張してしまって……。でも、奈緒さんが大きな声で笑ったり、ツッコミを入れたりして盛り上げてくれて   ちょっとだけ、自信を持って話せました…… ♪
篠宮可憐,二階堂千鶴,プレゼンター,6,Visual,28000,ち、千鶴さんのドレス姿、すごく綺麗でした。着こなしのコツも、色々教わったんですよ♪ ふ、普段はどんなお店でお洋服を買ってるのかな？ こ、今度はそれも聞いてみます。
篠宮可憐,馬場このみ,,,,,ろ、ロリータファッションの撮影でした……。こ、このみさんが、お人形さんみたいって言ってくれて……嬉しかったです。でも、このみさんの方が、お人形さんみたいで素敵でした。
篠宮可憐,馬場このみ,PR,9,Visual,12000,PRで料理番組に出演したんですけど……こ、このみさんから隠し味に、な、投げキッスしましょって言われて……。その……う、うう～！と、とても、見返せません～……！
篠宮可憐,大神環,ネット番組,3,Visual,32000,私と環ちゃんで……お互いのモノマネをするコーナーがあったんですけど……。わ、私のは全然似てなくて……。で、でも、環ちゃんは楽しそうに笑ってくれて……。よ、よかったです♪
篠宮可憐,大神環,レポーター,9,Vocal,16500,お、お祭りのレポートで、環ちゃんから、どう伝えればいいか相談されて……。「楽しめばいいと思うよ……」って、答えました。楽しそうな環ちゃんの姿が、一番伝わりますよね……。
篠宮可憐,豊川風花,CM撮影,9,Visual,5000,ず、頭痛薬のCMで……痛い表情、うまくできたかな……。あ、で、でも……治った時の表情は、ちゃんとできました。ふ、風花さんが笑いかけてくれたので、わ、私も自然に……。
篠宮可憐,豊川風花,サイン会,6,Dance,28000,ファンの方が会場に入りきれなくて、でも外はすごい雨で……申し訳なかったんです。でも、風花さんがスタッフさんにお願いして、中に誘導してて……。あの気遣い、素敵です……！
